index,price
30014,6960506
30015,10163431
30016,26008352
30017,6059897
30018,7574496
30019,8914879
30020,13464665
30021,4499937
30022,16106828
30023,5151412
30024,7589080
30025,12049115
30026,7196122
30027,24147853
30028,9438629
30029,6018544
30030,9135024
30031,10645888
30032,13930356
30033,11267078
30034,5631869
30035,17599093
30036,10397505
30037,5411673
30038,5528089
30039,15927510
30040,6895421
30041,8490293
30042,6391535
30043,10747194
30044,9142443
30045,6206925
30046,4251224
30047,7486034
30048,14694113
30049,6661788
30050,4475229
30051,10113992
30052,6298207
30053,7467462
30054,7110163
30055,8831804
30056,9118134
30057,8657234
30058,5991083
30059,5245139
30060,6491051
30061,6264600
30062,9190615
30063,12356848
30064,7737429
30065,7900681
30066,10256770
30067,7517280
30068,12294429
30069,10153543
30070,10272043
30071,7096385
30072,5283454
30073,6661377
30074,8766693
30075,6472616
30076,9683792
30077,8985720
30078,4324921
30079,7893933
30080,5527583
30081,6774445
30082,7468591
30083,7019637
30084,8862563
30085,10344380
30086,13589553
30087,3286133
30088,12210561
30089,10278554
30090,6822683
30091,7503386
30092,13480227
30093,12901710
30094,7399615
30095,6067483
30096,13926895
30097,14703194
30098,4541268
30099,15285481
30100,6943652
30101,14672761
30102,6592156
30103,6726802
30104,14484169
30105,7645906
30106,7689788
30107,8040072
30108,8028805
30109,7894207
30110,4926074
30111,6902970
30112,11491257
30113,8033945
30114,8022119
30115,13363901
30116,7960559
30117,7621950
30118,16176700
30119,9133511
30120,13576774
30121,9992856
30122,7820438
30123,9336375
30124,10165981
30125,5619360
30126,6954577
30127,6724005
30128,11748399
30129,7550162
30130,7423755
30131,10107514
30132,15294234
30133,7109577
30134,8302845
30135,11248489
30136,7837086
30137,12936602
30138,5522504
30139,5666048
30140,14518783
30141,7235072
30142,7086567
30143,11494591
30144,14356789
30145,6949206
30146,7207215
30147,19639071
30148,6455399
30149,11580713
30150,16005772
30151,8810790
30152,13458706
30153,8636958
30154,4480716
30155,12649878
30156,8646695
30157,15722004
30158,8080459
30159,9131173
30160,4930971
30161,18621352
30162,15976564
30163,4271478
30164,12796460
30165,10809990
30166,5582491
30167,20017060
30168,5661212
30169,7126640
30170,7687499
30171,6338927
30172,9300539
30173,7259646
30174,10336143
30175,12448588
30176,6006024
30177,7979941
30178,12339629
30179,7439323
30180,10834082
30181,4233673
30182,10900978
30183,7236864
30184,7797643
30185,6296697
30186,6727758
30187,17366618
30188,8473046
30189,4068269
30190,12057686
30191,7503236
30192,9568898
30193,7607098
30194,6708306
30195,7896930
30196,12584287
30197,17428280
30198,10482055
30199,9919669
30200,7082389
30201,6194197
30202,9641433
30203,8036271
30204,6982269
30205,5150049
30206,9880340
30207,10419574
30208,9934002
30209,4154843
30210,10882196
30211,12623586
30212,7152772
30213,5673472
30214,21414982
30215,16086227
30216,7173299
30217,5855543
30218,6409980
30219,8390010
30220,8721460
30221,23706137
30222,6645532
30223,4579101
30224,4596168
30225,7163942
30226,17463383
30227,16067943
30228,10927002
30229,18951042
30230,10999298
30231,10237460
30232,4459263
30233,5834662
30234,11753060
30235,8665323
30236,8229521
30237,9631424
30238,5418719
30239,7154770
30240,13908459
30241,9608967
30242,6768015
30243,9065470
30244,8029808
30245,6584254
30246,10149049
30247,9250063
30248,5325523
30249,6802624
30250,17088908
30251,7081294
30252,6791947
30253,4235449
30254,6749762
30255,9612998
30256,3296447
30257,16914378
30258,16272012
30259,6475762
30260,4339589
30261,6632460
30262,7631361
30263,9458451
30264,14148183
30265,5834924
30266,11765311
30267,9320736
30268,4801767
30269,4941030
30270,6216737
30271,12309033
30272,13444423
30273,10400317
30274,10639961
30275,10061076
30276,11893613
30277,12588309
30278,16587757
30279,6360341
30280,9600608
30281,10406746
30282,5357836
30283,8168483
30284,7635726
30285,5348786
30286,6717604
30287,6958436
30288,9297753
30289,12426424
30290,7411499
30291,16361993
30292,9501381
30293,6342552
30294,12200096
30295,6644392
30296,8436890
30297,8592677
30298,10262576
30299,12002913
30300,10754296
30301,8364899
30302,8216357
30303,7544883
30304,10901384
30305,8460880
30306,13551327
30307,12016677
30308,10810450
30309,12704914
30310,9825025
30311,8278567
30312,11698858
30313,12759076
30314,11423055
30315,7634182
30316,8146666
30317,8092313
30318,9800251
30319,11873389
30320,4856873
30321,8659681
30322,7860399
30323,8784350
30324,7206766
30325,11615889
30326,8590894
30327,5912002
30328,7286666
30329,7106315
30330,7664429
30331,6736452
30332,12700425
30333,7339172
30334,19259166
30335,11129423
30336,9942022
30337,7109011
30338,4947266
30339,5633220
30340,6583210
30341,6951936
30342,17099702
30343,10388397
30344,7192203
30345,10032168
30346,9109841
30347,6879019
30348,7210595
30349,8244475
30350,3425266
30351,6659359
30352,6273741
30353,5921312
30354,9719607
30355,5389773
30356,10254656
30357,7586155
30358,4999181
30359,12920868
30360,6905451
30361,15615852
30362,7557271
30363,6162559
30364,10267644
30365,12220757
30366,9749771
30367,10271269
30368,7407072
30369,5199893
30370,7999657
30371,8232510
30372,5995477
30373,6978644
30374,6903263
30375,12414203
30376,18262542
30377,7841606
30378,13451184
30379,5659209
30380,11261969
30381,8384712
30382,10376630
30383,17190135
30384,15129900
30385,4890293
30386,7232041
30387,6867153
30388,9688834
30389,12454444
30390,8193428
30391,7431508
30392,11440451
30393,8655718
30394,8143622
30395,20593797
30396,9540781
30397,7565463
30398,8300061
30399,9673584
30400,10179358
30401,4679231
30402,9803638
30403,11271351
30404,5109950
30405,7809085
30406,6178337
30407,8891537
30408,5137995
30409,14271737
30410,7935513
30411,5077357
30412,6648619
30413,17464563
30414,6824782
30415,3591879
30416,6298255
30417,7894218
30418,8060930
30419,4353641
30420,13883112
30421,6439912
30422,5722279
30423,7288461
30424,5568210
30425,6584816
30426,5534170
30427,10036376
30428,10439744
30429,7193772
30430,6224436
30431,8248878
30432,8412999
30433,7823245
30434,9324376
30435,6584315
30436,9360990
30437,8702558
30438,5489401
30439,9337527
30440,6002648
30441,6517811
30442,8214518
30443,9650043
30444,6869689
30445,6019837
30446,5835452
30447,10711294
30448,9240296
30449,8774734
30450,5567312
30451,6474118
30452,9141100
30453,11044135
30454,10922624
30455,6811860
30456,8714937
30457,11161999
30458,7703795
30459,6067475
30460,6012099
30461,7498288
30462,7188304
30463,7179162
30464,15143226
30465,16650525
30466,7974567
30467,5108297
30468,5389533
30469,15219065
30470,10609335
30471,11933069
30472,6207056
30473,7969776
30474,8187798
30475,9032615
30476,6130350
30477,6601084
30478,11261783
30479,12626122
30480,6758170
30481,10288049
30482,6791585
30483,13250118
30484,14314898
30485,13068116
30486,3387282
30487,11004733
30488,11132014
30489,6942914
30490,11346538
30491,11172128
30492,7760633
30493,11806227
30494,10898036
30495,10109052
30496,6418071
30497,7541245
30498,11142534
30499,10862306
30500,9013445
30501,10059639
30502,7318938
30503,8952982
30504,6954642
30505,6400738
30506,5925023
30507,6257633
30508,9353017
30509,5732170
30510,6479370
30511,4786565
30512,5776645
30513,5944090
30514,7560222
30515,13338278
30516,10892910
30517,9010402
30518,5892615
30519,4536337
30520,15284458
30521,11343337
30522,10622825
30523,9656422
30524,3352301
30525,7661155
30526,6420094
30527,6271714
30528,10143196
30529,4413862
30530,7841428
30531,14052640
30532,8826720
30533,6536330
30534,8082179
30535,15449078
30536,8917516
30537,10879394
30538,5000587
30539,13259271
30540,10160509
30541,12135362
30542,6692779
30543,9193455
30544,7152221
30545,8768164
30546,5847674
30547,3084395
30548,7926636
30549,8903467
30550,17134803
30551,7221100
30552,6468852
30553,9358431
30554,8114829
30555,10248648
30556,12278274
30557,4449042
30558,7883432
30559,6500551
30560,8551405
30561,8078307
30562,8934511
30563,21689427
30564,8506192
30565,7384852
30566,15417024
30567,7515852
30568,5866743
30569,6500781
30570,7503835
30571,10403677
30572,18524761
30573,8431413
30574,10124145
30575,5723481
30576,12215271
30577,8502299
30578,4793562
30579,7110647
30580,7118106
30581,16898426
30582,5958102
30583,11613679
30584,7823748
30585,6442849
30586,8844628
30587,11323445
30588,11340665
30589,5296570
30590,8084411
30591,12506651
30592,5851890
30593,7847001
30594,5236082
30595,12921010
30596,4535335
30597,10592005
30598,4266679
30599,9177836
30600,7540447
30601,4403560
30602,8570330
30603,6718601
30604,3627698
30605,18329575
30606,14344032
30607,9390707
30608,17565290
30609,5238177
30610,8099422
30611,5954671
30612,8136298
30613,17023524
30614,12089430
30615,11507323
30616,9220267
30617,6005137
30618,8458372
30619,15464888
30620,9898355
30621,8397981
30622,5202497
30623,4847574
30624,12277951
30625,7370447
30626,11086761
30627,10922725
30628,5438842
30629,6634780
30630,4697150
30631,7939129
30632,6163584
30633,7800587
30634,12651542
30635,9314047
30636,12453072
30637,6203202
30638,10945953
30639,15884794
30640,5322197
30641,8238075
30642,10253804
30643,4060671
30644,11725857
30645,7690627
30646,8439208
30647,11018046
30648,10356750
30649,10488249
30650,10549425
30651,6092991
30652,5487372
30653,13328829
30654,11713627
30655,6771744
30656,11245488
30657,11212134
30658,6267568
30659,9305521
30660,10331122
30661,6142635
30662,9351143
30663,7890500
30664,6218732
30665,7283175
30666,6928284
30667,5522887
30668,4719312
30669,7189032
30670,5402225
30671,6793164
30672,19626937
30673,15099291
30674,7627616
30675,8982464
30676,9904167
30677,5877634
30678,10613733
30679,8549899
30680,14905327
30681,4816347
30682,8266578
30683,6838273
30684,12843191
30685,4219651
30686,7532502
30687,12805073
30688,7546286
30689,5810318
30690,11812060
30691,11241991
30692,16862248
30693,6505728
30694,5973348
30695,11195377
30696,16960189
30697,8007043
30698,10892928
30699,5923250
30700,9795274
30701,7150630
30702,5466398
30703,8462934
30704,13034886
30705,10230856
30706,9095673
30707,9551954
30708,8680801
30709,6019655
30710,5783763
30711,5221981
30712,6758304
30713,16839219
30714,14702756
30715,6176598
30716,9160625
30717,9534616
30718,6278467
30719,9839378
30720,14174019
30721,10988338
30722,5350456
30723,11814468
30724,8903478
30725,7830480
30726,10855806
30727,12519739
30728,8045416
30729,7329619
30730,6349865
30731,12127550
30732,12125612
30733,17394304
30734,6028365
30735,5828314
30736,14863888
30737,7561642
30738,9058983
30739,8511830
30740,6465945
30741,4143515
30742,6934659
30743,16132762
30744,8036047
30745,4658492
30746,6463178
30747,6509441
30748,7622668
30749,7037549
30750,10737335
30751,3819850
30752,11995800
30753,7184859
30754,7827671
30755,7122919
30756,7838499
30757,13617904
30758,7469335
30759,8401527
30760,8611259
30761,14439147
30762,10797960
30763,5892030
30764,9113078
30765,7167979
30766,5704402
30767,12342507
30768,7870126
30769,14312811
30770,10501652
30771,5960593
30772,8561398
30773,9556781
30774,5567049
30775,7879647
30776,11165276
30777,13543298
30778,5739713
30779,6653619
30780,7994875
30781,9557412
30782,7803563
30783,9274356
30784,4924785
30785,7133595
30786,12443704
30787,7995218
30788,17079369
30789,11563989
30790,8154209
30791,5158729
30792,10419915
30793,13051996
30794,6276346
30795,7995017
30796,7519553
30797,5116411
30798,8301639
30799,8452961
30800,10958353
30801,5787488
30802,5502804
30803,5654381
30804,10711063
30805,20227783
30806,20041053
30807,8891976
30808,6813667
30809,8625475
30810,11894887
30811,13522365
30812,11853396
30813,7466787
30814,9646248
30815,6406991
30816,8284012
30817,10861543
30818,7193637
30819,8995008
30820,11756992
30821,9901428
30822,8545527
30823,7792719
30824,12077680
30825,11142250
30826,10819841
30827,11049840
30828,6617680
30829,7950508
30830,5654752
30831,5113817
30832,15065634
30833,5193302
30834,10897605
30835,5501707
30836,6478275
30837,7732196
30838,9454969
30839,6737630
30840,8562321
30841,8104781
30842,10828696
30843,6332921
30844,7904493
30845,6846439
30846,9201734
30847,14448894
30848,12234820
30849,7029870
30850,10468395
30851,7851203
30852,12917847
30853,11597877
30854,5452648
30855,9095280
30856,6722416
30857,19788302
30858,7826212
30859,7969156
30860,12377956
30861,9521552
30862,7615997
30863,7062621
30864,3953484
30865,7389237
30866,6252603
30867,10687343
30868,12126338
30869,10667812
30870,11913167
30871,12800198
30872,7141952
30873,6172124
30874,7644065
30875,10436636
30876,6012183
30877,9806806
30878,10656044
30879,13108439
30880,7069278
30881,8464279
30882,3929431
30883,5961839
30884,6133227
30885,6430720
30886,7402255
30887,8881278
30888,8256465
30889,14036962
30890,6752872
30891,6340270
30892,4915791
30893,8373533
30894,9868809
30895,7984640
30896,6082838
30897,10081330
30898,6390892
30899,7159864
30900,12811980
30901,7943744
30902,7059459
30903,6145792
30904,11117535
30905,11946738
30906,5749407
30907,17002935
30908,11729512
30909,4173703
30910,9613184
30911,8032677
30912,6067576
30913,9197432
30914,11267979
30915,10826716
30916,9654971
30917,15308117
30918,14341902
30919,9739746
30920,6796605
30921,6551266
30922,7071665
30923,7025065
30924,10784072
30925,7823328
30926,8748330
30927,8251848
30928,5081550
30929,8504300
30930,20453732
30931,6938389
30932,8538905
30933,9488815
30934,11834546
30935,12117633
30936,4326038
30937,6594518
30938,7217656
30939,7836005
30940,12774444
30941,6452669
30942,9546608
30943,8814254
30944,13610200
30945,9872330
30946,5665040
30947,7236184
30948,4547451
30949,6725254
30950,9936962
30951,5853218
30952,7735843
30953,10860899
30954,8823863
30955,7999412
30956,3945776
30957,8686235
30958,5222610
30959,6432584
30960,7636538
30961,11908211
30962,7788010
30963,8322399
30964,7943156
30965,16042166
30966,11500759
30967,6481353
30968,4826183
30969,5968062
30970,7079101
30971,5301759
30972,8756486
30973,11367832
30974,5219197
30975,11127440
30976,5293101
30977,10999047
30978,8835978
30979,6526861
30980,7844332
30981,5564066
30982,5929068
30983,13729792
30984,4988045
30985,6954356
30986,5029680
30987,9533901
30988,4023117
30989,5306872
30990,7387740
30991,5705576
30992,8336592
30993,8710888
30994,16836864
30995,10877143
30996,7809055
30997,7443642
30998,11815219
30999,12124222
31000,10145326
31001,6262841
31002,11412501
31003,17783825
31004,10998399
31005,7200177
31006,6210948
31007,11458369
31008,8771691
31009,7725852
31010,4062916
31011,5409308
31012,8846963
31013,10190312
31014,7032758
31015,11590427
31016,10105663
31017,6337826
31018,5282380
31019,12707316
31020,9684816
31021,11319317
31022,7686916
31023,10019799
31024,10270979
31025,9386101
31026,9353388
31027,7851306
31028,9587745
31029,9078174
31030,5691259
31031,11182387
31032,12440809
31033,11382778
31034,14650755
31035,7874317
31036,3365933
31037,17950162
31038,8086311
31039,20826496
31040,14345228
31041,10328702
31042,12071859
31043,18787379
31044,12068808
31045,9585007
31046,4163391
31047,11462771
31048,5352849
31049,13706918
31050,7244318
31051,11674226
31052,7762024
31053,7811306
31054,4632249
31055,10365261
31056,8396357
31057,6959716
31058,8130346
31059,5043358
31060,5488485
31061,15717290
31062,13039890
31063,11774538
31064,5448014
31065,9408634
31066,5691265
31067,8089272
31068,8105093
31069,9762260
31070,4722020
31071,15451650
31072,6484017
31073,13331969
31074,4490130
31075,15092317
31076,6297613
31077,6949693
31078,20216239
31079,6473547
31080,5456845
31081,5255065
31082,5109928
31083,10186624
31084,4666391
31085,9553239
31086,11998706
31087,6188805
31088,7284612
31089,8519384
31090,4707613
31091,7023284
31092,12490614
31093,7414416
31094,12118716
31095,7239763
31096,4865104
31097,5915348
31098,7839233
31099,5768465
31100,7268868
31101,16525581
31102,8147379
31103,5519246
31104,14386188
31105,9224750
31106,8508232
31107,9778206
31108,11707638
31109,4448454
31110,11092404
31111,4308996
31112,13972182
31113,9670933
31114,5082926
31115,6693961
31116,8434927
31117,6446992
31118,10115627
31119,10741679
31120,11357105
31121,9031384
31122,10784193
31123,11735167
31124,12391148
31125,9903254
31126,6031673
31127,7643491
31128,11304451
31129,10925467
31130,8970551
31131,13000597
31132,11176854
31133,11066471
31134,6443966
31135,6281582
31136,13410504
31137,12122820
31138,12961049
31139,15673547
31140,10206447
31141,10283184
31142,15495341
31143,13919073
31144,10896493
31145,9851173
31146,7425520
31147,10679680
31148,7843755
31149,8948473
31150,13317586
31151,14150783
31152,8803065
31153,8977868
31154,6735427
31155,11110007
31156,6149956
31157,10698808
31158,7817320
31159,8142710
31160,8850121
31161,14025551
31162,5376071
31163,5641520
31164,11477768
31165,15448068
31166,7916370
31167,9167495
31168,13162942
31169,7450751
31170,9811543
31171,12242192
31172,9997466
31173,8817368
31174,6951646
31175,7959408
31176,8922747
31177,8665511
31178,9754846
31179,13309137
31180,8474412
31181,6926701
31182,16389499
31183,6806252
31184,6390666
31185,6269115
31186,7783285
31187,7752645
31188,7420093
31189,6753234
31190,7525438
31191,4589232
31192,5171399
31193,12458236
31194,11750803
31195,13357138
31196,9091333
31197,6258421
31198,7041290
31199,9130544
31200,12968852
31201,10120220
31202,7008951
31203,4442792
31204,9067322
31205,5250480
31206,5428786
31207,6079936
31208,10273673
31209,9431013
31210,7524480
31211,6546360
31212,6680003
31213,7113157
31214,9773022
31215,7450457
31216,7197791
31217,7737733
31218,8619767
31219,5805752
31220,5534170
31221,11886009
31222,8498037
31223,7394912
31224,12603730
31225,7516733
31226,10127211
31227,17834589
31228,10687696
31229,6545923
31230,7614413
31231,5869093
31232,10909535
31233,8036769
31234,14926090
31235,9316194
31236,12297637
31237,7081476
31238,11932871
31239,12916665
31240,5776987
31241,6292858
31242,8227554
31243,7017971
31244,10901721
31245,9523801
31246,7373565
31247,9771040
31248,11673594
31249,8445547
31250,8862355
31251,6442376
31252,7790456
31253,15067260
31254,5543930
31255,8036941
31256,9076735
31257,14534450
31258,16551716
31259,20003475
31260,10404707
31261,11747030
31262,6579061
31263,12222029
31264,4312609
31265,10501845
31266,6713956
31267,13233885
31268,6270157
31269,8109131
31270,12189579
31271,8041475
31272,9937622
31273,8316750
31274,13344652
31275,9022680
31276,6583103
31277,12237915
31278,9025339
31279,8849687
31280,9861903
31281,5279612
31282,15836488
31283,10842514
31284,9455472
31285,14377870
31286,6461947
31287,8441578
31288,5174890
31289,6464033
31290,7083592
31291,8766418
31292,6022002
31293,11821570
31294,6188626
31295,12654846
31296,10111336
31297,7833986
31298,7769873
31299,14716950
31300,8621654
31301,7188101
31302,18794729
31303,6922973
31304,7525947
31305,6315910
31306,4400579
31307,12397556
31308,13460216
31309,8209530
31310,6515020
31311,17407778
31312,10355594
31313,6072985
31314,7842626
31315,11165336
31316,6632995
31317,9829711
31318,7923430
31319,4534613
31320,5327977
31321,10549215
31322,8022615
31323,5599229
31324,16268392
31325,17295609
31326,11150754
31327,5382406
31328,6857117
31329,14052489
31330,15979196
31331,9638002
31332,9806651
31333,8115797
31334,8897366
31335,4517677
31336,18957184
31337,5097770
31338,10479454
31339,7976143
31340,7155659
31341,10355118
31342,14632061
31343,8856281
31344,7413195
31345,7981363
31346,8981623
31347,5561633
31348,6782508
31349,15505964
31350,8539327
31351,12347109
31352,18021707
31353,6052552
31354,8971988
31355,6691429
31356,9122590
31357,14413076
31358,6659414
31359,7644206
31360,6389054
31361,8545592
31362,8554191
31363,8677021
31364,11266862
31365,9220932
31366,7060921
31367,13898642
31368,6026521
31369,13059416
31370,9685089
31371,11428740
31372,16856268
31373,5075676
31374,8272101
31375,8424180
31376,8955445
31377,6648938
31378,18002354
31379,7177403
31380,7540923
31381,12123723
31382,11402425
31383,7244380
31384,6916450
31385,17970591
31386,8244232
31387,8101182
31388,6667422
31389,9942367
31390,8915900
31391,13235995
31392,11067327
31393,5072870
31394,9178292
31395,7454624
31396,11670705
31397,8787057
31398,9939700
31399,12357882
31400,6757393
31401,5789285
31402,6711008
31403,10224646
31404,7270549
31405,10428742
31406,5215173
31407,17179986
31408,18774827
31409,13387712
31410,10589805
31411,11063614
31412,16231008
31413,10510569
31414,7022883
31415,4602098
31416,10268033
31417,11971901
31418,11720271
31419,10366815
31420,11592763
31421,6233567
31422,9539640
31423,8472239
31424,9434854
31425,11364544
31426,8241672
31427,8065200
31428,9335433
31429,5079862
31430,13929368
31431,12116344
31432,12081501
31433,7192908
31434,4721139
31435,8918640
31436,10162224
31437,12374179
31438,17434790
31439,6867790
31440,6436549
31441,5845364
31442,6062800
31443,7763439
31444,3870426
31445,14268850
31446,6558697
31447,11899300
31448,5647918
31449,17037991
31450,14453658
31451,10359709
31452,13827582
31453,13842364
31454,10342435
31455,12241963
31456,4051391
31457,9461856
31458,9333160
31459,9562270
31460,8507122
31461,5880459
31462,6236958
31463,10994144
31464,6449756
31465,7049045
31466,6303091
31467,7656693
31468,5585085
31469,9012646
31470,7126340
31471,15831255
31472,6123254
31473,9990029
31474,7902520
31475,7998478
31476,7061027
31477,17801883
31478,6837221
31479,5689815
31480,7858204
31481,8083888
31482,9251387
31483,12999512
31484,5052850
31485,3857780
31486,10324429
31487,6268629
31488,11796555
31489,16772607
31490,8941040
31491,7890430
31492,9090515
31493,10231704
31494,10806486
31495,8707356
31496,8308099
31497,19047336
31498,9618827
31499,10329969
31500,13463744
31501,12675271
31502,7278080
31503,11351225
31504,17497603
31505,5796757
31506,10200318
31507,10091224
31508,7009306
31509,7598750
31510,5845295
31511,7798631
31512,10483768
31513,8118862
31514,10722865
31515,14202328
31516,11332952
31517,8575496
31518,13683063
31519,8457764
31520,11430341
31521,5882970
31522,8269429
31523,5116853
31524,12962755
31525,7585892
31526,4287489
31527,8599737
31528,6906117
31529,8204452
31530,9222038
31531,17191247
31532,8923188
31533,11978444
31534,7531337
31535,8629724
31536,8029254
31537,6709714
31538,4643251
31539,16849023
31540,7778026
31541,12681147
31542,6672778
31543,13003498
31544,11792137
31545,7282599
31546,7821860
31547,11366091
31548,11506716
31549,13127448
31550,9120001
31551,8925612
31552,9654387
31553,18570803
31554,7846763
31555,9331937
31556,8174249
31557,10790071
31558,14772055
31559,14901310
31560,6316693
31561,9036528
31562,12658785
31563,5821485
31564,6147125
31565,6792321
31566,7662251
31567,6293181
31568,11581144
31569,12304193
31570,9117202
31571,7093849
31572,11798637
31573,10150379
31574,6951754
31575,6263171
31576,7389696
31577,9107674
31578,9308264
31579,18480584
31580,7389247
31581,5376246
31582,9257733
31583,5936839
31584,10775882
31585,14066778
31586,5596277
31587,6831274
31588,5503750
31589,9681918
31590,10879939
31591,8231366
31592,7710543
31593,8808318
31594,16354370
31595,7501228
31596,10883226
31597,15714178
31598,8653651
31599,5315503
31600,13013869
31601,7599047
31602,6475362
31603,9411261
31604,7954146
31605,20414464
31606,7984664
31607,9747777
31608,10739539
31609,5194885
31610,12590986
31611,12913810
31612,7181500
31613,7479443
31614,11518289
31615,7147381
31616,13252330
31617,5351647
31618,10738070
31619,5516134
31620,5468665
31621,10026119
31622,7588707
31623,4410995
31624,7373331
31625,9594503
31626,5552954
31627,7762245
31628,7934795
31629,6262340
31630,5764777
31631,10404277
31632,7359438
31633,13219725
31634,7113171
31635,12561884
31636,8073666
31637,8101525
31638,9491249
31639,6168936
31640,13089826
31641,12558895
31642,11296719
31643,7496605
31644,7857499
31645,17723248
31646,10011683
31647,9750450
31648,9734593
31649,11272130
31650,14321213
31651,10927074
31652,15605396
31653,3838885
31654,5693477
31655,10262608
31656,7325195
31657,10576630
31658,19960898
31659,9903960
31660,11955053
31661,7117842
31662,4304042
31663,14764289
31664,6477793
31665,7475666
31666,11522196
31667,9824939
31668,10822297
31669,11781889
31670,4769925
31671,13298619
31672,9568112
31673,6258507
31674,8819475
31675,10112011
31676,9599612
31677,7163289
31678,6401287
31679,8868660
31680,7793379
31681,7541626
31682,10739613
31683,4038530
31684,9275045
31685,8978983
31686,10737321
31687,7642557
31688,11490121
31689,5477680
31690,5824396
31691,14122788
31692,8379497
31693,8160866
31694,9757361
31695,8848978
31696,8834511
31697,6888297
31698,9590516
31699,6602430
31700,8112452
31701,13972242
31702,7486325
31703,16151052
31704,8736029
31705,9988365
31706,11754493
31707,9257291
31708,13640558
31709,9204360
31710,11458361
31711,11292952
31712,5408799
31713,9728246
31714,13093647
31715,6476965
31716,8970644
31717,8394054
31718,12095743
31719,7926816
31720,11810581
31721,9117666
31722,8840983
31723,7544884
31724,4629844
31725,5322109
31726,10948180
31727,15541959
31728,11890930
31729,6283578
31730,8435295
31731,15703027
31732,7656907
31733,10545455
31734,5492880
31735,6211815
31736,9716773
31737,12375630
31738,6531502
31739,4988464
31740,7411481
31741,10590588
31742,14858679
31743,7909123
31744,11483900
31745,8271612
31746,7076123
31747,13838352
31748,7554602
31749,13337534
31750,5451766
31751,7278183
31752,6251650
31753,10979784
31754,8449351
31755,10008484
31756,7893730
31757,7058271
31758,6940178
31759,6652307
31760,4916586
31761,9407216
31762,4656776
31763,7482817
31764,13126983
31765,10755023
31766,9891708
31767,6374339
31768,6402632
31769,11158127
31770,12583726
31771,14557616
31772,7818600
31773,4017951
31774,7283832
31775,8734637
31776,7760911
31777,10559524
31778,7822729
31779,7402995
31780,9565115
31781,16162667
31782,9967081
31783,10706195
31784,9893448
31785,9313026
31786,9586908
31787,22807033
31788,8149029
31789,6545209
31790,7736555
31791,10536767
31792,10528905
31793,5666372
31794,12240249
31795,15522231
31796,5890486
31797,8217525
31798,3550943
31799,12699447
31800,15594921
31801,4941231
31802,9117061
31803,13522180
31804,10866086
31805,10191419
31806,16287365
31807,2984760
31808,5082415
31809,15943330
31810,9290408
31811,8874910
31812,8741332
31813,11512027
31814,8379846
31815,7299333
31816,4082208
31817,11673762
31818,4629764
31819,9774984
31820,9610097
31821,9382112
31822,14763340
31823,18312184
31824,8779476
31825,12861906
31826,7719783
31827,7768832
31828,11213811
31829,6189157
31830,11079165
31831,12406998
31832,8245887
31833,12340070
31834,7794699
31835,13072609
31836,7851672
31837,8030443
31838,7393323
31839,7782932
31840,11560890
31841,11109292
31842,7418156
31843,11044606
31844,10360178
31845,6397577
31846,9063683
31847,6574391
31848,8582324
31849,5497415
31850,6751887
31851,12207219
31852,10431179
31853,3520897
31854,5704700
31855,5043571
31856,12220834
31857,7333374
31858,13952208
31859,8436389
31860,10073141
31861,10409556
31862,7781303
31863,10486935
31864,7971434
31865,12754357
31866,4874849
31867,11307822
31868,9506269
31869,8905816
31870,5264085
31871,9356644
31872,13027323
31873,18722196
31874,12592355
31875,9618981
31876,7736402
31877,12747141
31878,14740155
31879,8762379
31880,5943877
31881,12351062
31882,6903753
31883,19521149
31884,13023911
31885,8925760
31886,5742468
31887,6371399
31888,11938422
31889,9374742
31890,12352352
31891,6376165
31892,12111401
31893,8042349
31894,20421829
31895,7566767
31896,11677925
31897,6571226
31898,11468617
31899,7788717
31900,7778284
31901,9893223
31902,6363800
31903,8834335
31904,6049467
31905,15427816
31906,12636040
31907,7301298
31908,7735768
31909,13085760
31910,8928965
31911,8534160
31912,16021338
31913,9426606
31914,7940265
31915,17021801
31916,8268139
31917,7475246
31918,6438315
31919,7878238
31920,6351520
31921,7338975
31922,11067017
31923,9922399
31924,7886024
31925,5179919
31926,9032700
31927,9931000
31928,8031900
31929,5023089
31930,13793688
31931,5944491
31932,10115497
31933,8974975
31934,8246112
31935,7760130
31936,9955179
31937,8313068
31938,13425579
31939,7275675
31940,10401843
31941,10410395
31942,6746318
31943,11164364
31944,14150063
31945,8870596
31946,9412027
31947,18559007
31948,8955244
31949,5818031
31950,7562036
31951,9407088
31952,8193331
31953,7991926
31954,16227024
31955,8349775
31956,10416791
31957,5857779
31958,9527586
31959,8834987
31960,10254520
31961,12289557
31962,9662905
31963,19448658
31964,11248967
31965,12444827
31966,9199005
31967,9160573
31968,6687431
31969,5304653
31970,4000662
31971,8728664
31972,6712217
31973,13298731
31974,10235272
31975,12370899
31976,6803706
31977,12480009
31978,5466583
31979,14348170
31980,14604046
31981,9206462
31982,8873455
31983,9881018
31984,8641424
31985,12273113
31986,7601878
31987,7155725
31988,16263862
31989,6377176
31990,5911780
31991,8656813
31992,12108762
31993,5848441
31994,7741350
31995,6492745
31996,8632062
31997,15974886
31998,8960335
31999,12152034
32000,7034812
32001,9570865
32002,8091866
32003,10597317
32004,12244125
32005,8985067
32006,9502582
32007,6350884
32008,7120030
32009,7550088
32010,7869650
32011,5477456
32012,12108565
